,scaled_amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
0,-0.2575461151481274,-0.401625547713725,1.07062227540372,1.16149633507476,-0.187196882716978,0.482214980937521,0.0163389224260107,0.569183375213334,0.19872419426457505,-0.7278113175312529,-0.4047242377091809,1.51780413453371,0.906801894968792,0.674040844481844,-0.3442498482665,0.402987849303308,0.35404364878157,-0.117795548479977,-0.0591294708876388,-0.040422120889879,0.142144893948581,-0.19919443891474206,-0.4731726072682341,-0.0455146453399906,-0.34299660037205704,-0.19934906908768504,0.102444966819802,0.261842544006966,0.0826182330935738,0
1,-0.3074343208496367,1.17663267315551,3.14191813880044,-6.140444836433018,5.5218205893507015,1.76851488910857,-1.72718569844821,-0.932428910444584,0.2927965452670589,-3.1568265584353705,-3.89824038104731,4.77672033006624,-4.15249885001879,-0.4729908029743449,-10.2588514782991,-0.533455591604466,0.458138563036142,0.167601789076859,1.4043108943267,-1.8740152633016205,0.329567972643983,0.12937162963030002,-0.8030208143251141,-0.0740983557012839,-0.0310844052836625,0.375366225335466,0.0658967838964971,0.488257738746484,0.32587163031910604,1
2,-0.20821688093907206,1.97423262488989,-0.3996778671849871,-0.288164510329101,0.4720104528601021,-0.8199737928350259,-0.7061319054903928,-0.560547071773053,0.0152421356812301,1.4925496095848398,-0.12930178538388398,-1.00072381788579,-0.203049791257511,-1.3252010468323798,0.25125109239459803,0.853573692638631,0.19932397219411305,-0.404625979956192,-0.11131458409377802,-0.13819287705795302,-0.32503043516214697,-0.190527746066534,-0.4564570254161529,0.39654520851863,-0.0966949430131414,-0.491452689291445,-0.61437530527577,0.0291348724044225,-0.0342495285001179,0
3,-0.04248183342649524,-1.9529326258486104,3.5413852429228103,-1.31056140773257,5.95566359407,-1.00399266347247,0.9830492677225072,-4.58723460197373,-4.89218360319852,-2.51675203271071,-2.8503239016002704,2.02467408050134,-6.4877464130660405,2.37646259977422,-2.24151634571345,-0.5668697349476159,-3.93685691797738,-6.127193571993638,-2.32855196140235,1.56212955232854,1.96502978343686,-1.99809122812016,1.13370623369264,-0.041460872197789,-0.21537873829615695,-0.865598577097396,0.212544577403768,0.532896738259478,0.357891632792824,1
4,1.284516489659027,-0.451382569628168,2.22514650025341,-4.95305045271638,4.34222824814605,-3.6561901897024303,-0.0201214656089607,-5.40755361778584,-0.748436141338482,-1.36219775131112,-4.17062288702767,3.76230638231684,-4.22622469486547,-2.04669403006077,-4.71049793587464,0.21757236000826705,-4.73908378383857,-6.131886751836751,-2.42587063860491,2.31416486951171,0.7243812676915871,-0.5759240920766879,0.495889440695266,1.15412793921228,-0.0161857864909953,-2.0799282629630103,-0.5543769063411921,0.4551792706120711,0.00132065645985432,1
5,-0.29346003353828953,-1.8285897487575,2.16763711138762,-1.2593187528888898,0.606599867762959,1.7500141177231698,1.57856275168577,0.132612154730004,0.488109250666284,-1.3667353678379102,-1.04889773984625,0.7343826955866399,0.322621423357917,-0.679446273726669,-0.11389194137281,0.11205202980557598,-0.8687740195766708,2.11282053383199,-0.0822343885267284,0.214565975067578,-0.29353995418704404,0.853920395733052,-0.000812055681083779,-0.398970710263315,-1.07792684114023,1.09398010073325,-0.0885164579702452,0.0138590527689676,-0.0389388151836977,0
6,-0.2797652319731693,0.182880390544222,0.7164705229819008,-0.132943669194724,-1.10346213079094,1.42646038045847,0.27066102585267304,1.04099824317825,-0.128717724731011,-0.135280382693311,-0.0420820941768518,-0.0739310798206937,0.480540816608937,0.37484967737400704,-0.0321577603749743,-0.979605553644592,0.34929161967679,-1.19423481641555,0.0742548087209167,0.626352579052724,0.123632579276344,-0.33482243309633897,-0.666351334360685,-0.0856054382279996,-0.350918719815956,-0.3746982559171911,0.124176765833239,0.0756023062874053,-0.139179472982966,0
7,-0.29346003353828953,1.02387386852139,2.0014852662661298,-4.7697518322097405,3.81919458538265,-1.2717542273697,-1.7346624268403,-3.05924503160896,0.889804791975203,0.415382113237262,-3.95581234352737,3.57205481558784,-7.1864515905058814,0.14724234080210902,-5.24930454889762,1.6783336735853502,-2.64147310915178,-1.31205856007348,-0.391716050952505,1.11826355175812,0.20413768404227106,0.34328264872225106,-0.0541956644068491,0.709653952497143,-0.3722158669469761,-2.03206836614816,0.366777602071192,0.395170669257609,0.0202055389458413,1
8,-0.22498602571268864,2.09210144854649,-0.12537743069364402,-3.4020858358800696,-0.79217754692545,2.94983568097153,2.81168858053277,0.125243972543935,0.538925768958057,0.0547621611938772,0.0710483717222716,0.113930460199757,0.278758971506052,-0.288296490937634,1.00354314786874,0.82160473621855,-0.661897271365157,-0.404494078884089,-0.5973655604854691,-0.126132051948052,-0.179300898771252,0.10863451996466,0.32978929715853,0.0299855720630811,0.7295135546203292,0.456492001595443,-0.145851178339857,-0.0361233931972087,-0.07648040845646903,0
9,0.4527669088876467,-0.582801406158255,0.395849779147949,0.6061918428712789,0.8517402372187941,0.4206190753386471,0.407129383733375,0.360371234903529,-0.0512252709188744,0.32861547752455106,0.239483149619869,-1.74837410277995,-0.201981696493449,0.9184891455577652,-0.406300531823491,1.1238044570867098,0.24885666358261704,-0.9186429145153928,0.7773356596782071,0.5377359214986621,-0.15194550636304802,0.15731196957297,0.994555098285066,0.0988464290250267,-1.0547756107111,-0.285302906459627,-0.452546054875768,-0.44956171760441,-0.4509046745131121,0
