,Unnamed: 0,scaled_time,scaled_amount,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Class
222745,222767,0.6863101007430904,0.32140860816098377,-0.0342308763888667,1.0905478303056702,-1.3414066998531,-0.7043650950393909,1.4938301295919,-1.07991258100006,1.62303326880621,-0.36413798477457104,-0.920286868719693,-0.61685014925297,1.1388991746778,0.29003141091073,-0.233206402989288,-0.37682016432977,-0.845563156377386,0.214485704003118,0.178002433921251,0.5190685276049141,-0.111268007942577,-0.165220355608979,0.249549572622057,0.704791622226706,-0.0612717297972584,0.7282251787125219,-0.9424291468762952,0.3258576809678481,0.0721042231730189,0.24972847546062305,0
142554,142557,0.0011513496049578526,4.644074902179988,-1.43086372778891,-0.802528699267131,1.1233202999944498,0.389760264731692,-0.28121353440427804,-0.055123492429819,1.32623248909333,0.195699815379613,-0.546889550453909,-0.71347376073502,1.27462907751277,0.0236821347785728,-1.52169610821701,0.7272420858148481,0.166504662441577,0.34803759156513503,-0.5663900830288,0.21601610176729105,-1.14037564250718,0.6341842899336539,0.325575470468413,0.0140018451191784,0.8449460158478721,0.114962884542335,0.15636481054339302,-0.619437446641754,-0.120351072821334,0.0355941733717493,1
150663,150666,0.10772167885569947,0.7825600894354388,-10.8502815883108,6.7274656882685315,-16.760583409542,8.42583167857118,-10.2526968683093,-4.19217104406337,-14.077086010453101,7.16828793346092,-3.68324217370244,-15.2399619587112,8.03070840755191,-16.0603057628826,0.270529742348469,-14.952981039057901,-0.241094883743813,-11.866730636745999,-15.486989924093699,-5.74865155747378,4.1300314273319,-0.646818272966729,2.5416369467068,0.135534921100722,-1.02396689219897,0.40626452579196,0.106592778669641,-0.0262323892202069,-1.46463002356247,-0.411681819907858,1
102441,102444,-0.19366170294005344,-0.29346003353828953,-13.1926709562391,12.785970638297998,-9.90665002092758,3.32033688288942,-4.8011759323010486,5.760058556185559,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.0525023671385805,4.40680552357904,-4.61075647740608,-1.9094879697081104,-9.07271093398351,-0.226074450896345,-6.2115574821248485,-6.24814535335983,-3.1492466947009503,0.0515761185277783,-3.4930499151944603,27.2028391573154,-8.88701714094871,5.303606903769981,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.9394073627588772,1
105175,105178,-0.1797162745616354,-0.29346003353828953,1.14043132434726,1.13424300279892,-1.42945474072655,2.01222598912655,0.622800198240135,-1.1529230868157,0.22115947772768,0.0373717733484629,0.0344859259841517,-1.87964382107016,2.19166507997652,-0.487849732811135,-1.75713709936308,-4.46105120749925,-0.402884205654366,1.4109171085786998,3.61925125200524,2.2849267626775696,-0.443999191918561,-0.0997118777920308,-0.36713600149094894,-0.8916271208178091,-0.160578066799212,-0.10832596200032002,0.668374321480191,-0.352393242949003,0.0719927692746503,0.113684370071235,1
43061,43061,-0.5091549916292184,0.16936836221352708,-15.020980603078899,8.07523975163174,-16.2980905380446,5.664820052921339,-11.918153373134801,-4.24695712395156,-14.7166675516611,9.435084321393367,-6.7953981269244,-15.124162814494698,6.03766622940467,-11.676722236781304,1.32697878633103,-12.3816058947985,-0.0716392778020956,-9.48414337021449,-19.6718814509262,-7.64327282087749,1.16906441801605,-0.9957868578331328,2.52511546344786,-0.832074336953531,-0.186116823393738,0.429780833741005,0.697102812320081,0.0560310740941657,-1.31088762047629,-0.707402991270252,1
123766,123769,-0.08966428760243192,0.4681386249301285,1.2920622308141,-0.812594663986813,0.280547726042001,-0.67179027014826,-1.03938104227194,-0.4234812435537701,-0.67085627324087,0.051045381894276,-0.600115971065394,0.730809226764364,0.697356093544163,-0.628914201266126,-1.42427858981221,0.14541346661581,-0.5487091238091121,1.15306704767019,0.239297379127887,-0.9004776201884459,1.23006353350221,0.0729298490412367,0.0136376184051472,-0.152407676167089,-0.0687799958484499,-0.0156884885244162,0.424029909428732,-0.298365431888774,-0.0124613035220932,0.00659679670595022,0
176044,176049,0.4454665609304785,29.400083845723863,-2.00345953080582,-7.15904171709445,-4.05097631587393,1.30957974749918,-2.0581015879866897,-0.0986209270722274,2.88008272715204,-0.7274840466089142,1.4603805509699,-1.5316079820608202,-1.39432826167269,-0.22071879778947895,-1.53099043146804,1.0752476539262,0.388383209307268,-0.6606553523126459,0.0933209955444861,0.335742221574637,0.0575510393537501,3.97321702726744,1.24428677489095,-1.01523228673153,-1.80098486605048,0.657585626965743,-0.435617246752788,-0.894508922176968,-0.39755738695085,0.31426171408750897,1
41569,41569,-0.5163333039621699,-0.29346003353828953,-2.37753280180283,0.520539361927579,-8.09413945532841,8.00535147326105,2.64075021376276,-3.3815864529174195,-1.93437244067366,0.562322111872781,-3.1040271860635604,-3.05121035544102,5.73576265915634,-4.74769250131792,-0.7842232844789659,-10.716339301877401,0.656516978131348,-1.14246727231018,0.91859080878698,1.12633522330277,0.0929734778841175,-0.634747080915274,0.148284201590387,0.7210995412336999,2.66129069804724,-0.5086199335185949,-0.401656629278738,0.587611216267645,0.500326371108344,0.551759687906722,1
123298,123301,-0.09181425676271038,-0.29346003353828953,-1.29835900258265,1.07967115744319,-0.18067793088689105,1.2878390838318898,1.85827347944352,-2.22369500209375,0.525166986044906,-0.0968743110676978,-0.168893374133313,-2.544410418956,0.7069995742014441,-0.835695915134352,-1.02211731659325,-4.99399178918475,-0.455706843211384,1.3153651394165502,3.63919954823548,1.62342609471098,-1.53933883157799,-0.18757199362802,-0.332983053581271,-0.851270427572191,-0.370799798865314,0.29824168728035,0.4429298772165871,-0.522832450531743,0.00010485650722032199,0.135698346061769,1
102440,102443,-0.19366170294005344,-0.29346003353828953,-13.1926709562391,12.785970638297998,-9.90665002092758,3.32033688288942,-4.8011759323010486,5.760058556185559,-18.7508891580107,-37.3534426378925,-0.391539743919107,-5.0525023671385805,4.40680552357904,-4.61075647740608,-1.9094879697081104,-9.07271093398351,-0.226074450896345,-6.2115574821248485,-6.24814535335983,-3.1492466947009503,0.0515761185277783,-3.4930499151944603,27.2028391573154,-8.88701714094871,5.303606903769981,-0.639434802306313,0.263203123457008,-0.108876929971315,1.26956635541013,0.9394073627588772,1
201093,201098,0.5761447410931947,-0.3074343208496367,1.17663267315551,3.14191813880044,-6.140444836433018,5.5218205893507015,1.76851488910857,-1.72718569844821,-0.932428910444584,0.2927965452670589,-3.1568265584353705,-3.89824038104731,4.77672033006624,-4.15249885001879,-0.4729908029743449,-10.2588514782991,-0.533455591604466,0.458138563036142,0.167601789076859,1.4043108943267,-1.8740152633016205,0.329567972643983,0.12937162963030002,-0.8030208143251141,-0.0740983557012839,-0.0310844052836625,0.375366225335466,0.0658967838964971,0.488257738746484,0.32587163031910604,1
191262,191267,0.5227479660469351,-0.20709893795416434,0.290155157802135,0.0492431315858544,-0.7405236661026908,2.86546277005979,1.39529391568643,-0.5351632788921901,0.142543369971437,-0.22276970702063106,-1.46369065190782,1.71353755281029,-1.12757349175133,-0.708657345883242,0.27218607740634304,0.27471029150754,0.235191951820748,-0.463552709186313,0.472995390747944,-0.4478991563051501,1.79092414652793,0.247579534584332,0.337348848382748,1.01819057752704,0.30355001077675203,0.8338861197525741,-1.22230609676666,2.7452606721766,-0.220401600319897,0.168232740494181,1
177113,177118,0.4506123887567186,-0.02794857462269424,2.3232512316237,-1.25939124789135,-1.15889656605206,-1.64467246241064,-0.8795957264757299,-0.482023513904706,-0.967882648614749,-0.25875668527961,-1.38197979291553,1.54286032589766,-1.11827275178936,-0.37921366116504,1.49175772243052,-0.6228866422693531,-0.268549977038279,-0.562768468281806,0.332084903626066,-0.144417692872108,-0.0134701141319101,-0.33159178316361304,-0.18006778316803398,0.0139250683540706,0.210795462285442,0.4834758474744461,-0.0753969058209989,-0.181901464209411,0.00928960102512086,-0.0443295140155474,0
